Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Mortgage,Purpose_business loan,Purpose_debt/purchase/other,Purpose_house/wedding/education
1788584,10.0,0,7,11.3,476476,0,6,0,0,174394,0,18333,743,0,0,0,1,0
718656,6.0,0,6,8.6,168806,0,63,0,0,147906,39653,6108,647,1,0,0,1,0
1165811,4.0,0,11,17.6,743292,0,255,0,0,412302,574522,29872,731,1,0,0,1,0
1515421,9.0,0,13,14.9,1518990,0,255,0,0,239778,409298,14270,736,0,1,0,1,0
836665,3.0,0,7,17.9,813846,0,255,0,1,265826,306451,13289,739,0,0,0,1,0
1165811,0.5,0,8,5.4,136290,0,255,0,0,536602,50388,10057,731,0,0,0,1,0
1165811,5.0,0,9,10.4,324874,0,255,0,0,219076,219393,6506,731,1,0,0,1,0
1379894,10.0,0,17,30.8,506748,0,30,0,0,332882,87533,28633,750,0,1,0,1,0
2245895,10.0,0,12,25.8,2246860,0,255,0,0,265826,206188,51843,745,0,1,0,1,0
902614,10.0,0,15,15.7,814462,0,255,0,1,255838,123101,23618,739,0,1,0,1,0
1885370,10.0,0,10,15.2,501512,0,8,0,0,152812,159391,13637,734,0,0,0,1,0
1644564,10.0,0,10,19.0,1357444,0,31,0,0,131846,669408,53585,727,1,1,0,1,0
845348,4.0,0,9,14.4,476476,0,255,0,1,261008,0,8925,742,0,1,0,1,0
1922610,5.0,0,9,15.9,939906,0,255,0,1,779174,616930,46463,711,0,1,0,1,0
1149576,10.0,0,8,14.4,656392,1,32,1,0,389576,305539,15423,737,0,0,0,1,0
1548481,10.0,0,10,24.5,893684,0,255,0,0,639958,470022,17292,729,0,1,0,1,0
850725,7.0,0,5,18.7,391754,0,39,0,0,157608,61579,3233,728,0,0,0,1,0
1323825,5.0,0,9,12.8,622732,0,255,0,1,520454,441009,24050,716,0,1,0,1,0
1297852,0.0,0,7,16.5,476476,0,255,0,0,202576,1155352,7430,748,0,1,0,1,0
568290,0.5,0,9,13.3,531124,0,38,0,0,230318,306869,14065,731,0,1,0,1,0
1165811,0.0,0,7,23.5,615714,0,255,0,0,363242,386593,7727,731,1,1,0,1,0
1234601,0.5,0,10,12.5,370700,0,33,0,0,22330,256424,16873,670,0,0,0,1,0
1165811,2.0,0,19,19.4,187198,0,65,0,0,69960,142120,13896,731,0,0,0,1,0
932425,10.0,0,14,30.5,1129590,0,3,0,0,43186,15618,6154,742,1,0,0,1,0
1165811,4.0,0,15,22.1,486266,0,50,0,1,262856,319580,9858,731,1,0,0,1,0
1509056,7.0,0,10,14.7,576708,0,255,0,1,253902,448267,42254,671,1,1,0,1,0
1122900,0.5,0,5,16.5,672496,0,47,0,0,325050,84227,8085,735,0,0,0,1,0
1165811,1.0,0,8,10.4,364012,0,255,0,0,239822,92112,8685,731,0,0,0,1,0
1409477,9.0,0,9,16.8,1882518,0,255,0,0,265826,253631,5661,750,0,1,0,1,0
1503280,10.0,0,10,20.6,265474,0,37,0,0,174064,137104,18541,739,0,1,0,1,0
1165811,4.0,0,11,16.6,375980,0,255,0,1,343684,238659,11584,731,1,0,0,1,0
244682,0.5,0,5,9.0,448690,0,255,0,0,87164,227088,5750,747,0,0,0,1,0
1165811,3.0,0,8,10.1,420794,0,31,0,0,176242,271833,43936,731,1,0,0,1,0
1321089,10.0,1,9,21.1,146322,1,32,0,0,157960,52687,13872,731,0,1,0,1,0
2665054,2.0,0,21,21.7,339504,0,13,0,1,555456,232807,57077,725,0,0,0,1,0
2531750,3.0,0,20,26.5,1440164,1,32,1,1,451000,349505,33335,707,0,0,0,0,1
741608,4.0,0,11,16.9,279246,0,68,0,0,60104,58615,12793,732,0,1,0,1,0
1165811,3.0,0,13,16.6,763510,0,59,0,0,205810,506407,22900,731,0,0,0,1,0
663100,0.0,0,8,17.7,461978,0,57,0,0,218064,234992,7847,743,0,1,0,0,1
1165811,1.0,0,14,14.5,664422,0,33,0,1,360272,226081,24464,731,0,0,0,1,0
665266,8.0,0,6,15.2,650914,0,255,0,0,264110,323798,8798,744,0,0,0,1,0
1165811,8.0,0,17,18.1,319110,1,32,1,0,240350,216885,13455,731,0,1,0,1,0
1165811,5.0,0,5,9.5,402886,0,255,0,0,220330,27493,9851,731,0,0,0,1,0
1613404,1.0,0,14,16.3,527142,0,9,0,0,160116,173451,22319,727,0,0,0,1,0
1165811,0.5,0,3,10.4,67496,0,255,0,0,43604,17594,1412,731,0,0,0,1,0
1165811,10.0,0,10,14.0,823702,0,255,0,1,343860,318687,10085,731,0,1,0,0,1
1165811,10.0,0,14,24.7,396858,0,255,0,0,45078,282416,28123,731,1,1,0,1,0
1874540,6.0,0,7,13.5,538362,0,255,0,1,542630,438444,22807,696,1,0,0,1,0
1841499,10.0,0,10,22.5,266926,0,17,0,0,265826,146604,33147,729,0,0,0,1,0
1165811,10.0,0,13,28.5,575872,0,15,0,0,257774,223801,8939,731,0,0,0,1,0
781793,9.0,0,15,16.3,351340,1,71,1,0,193974,130169,12834,699,0,0,0,1,0
1165811,10.0,0,8,27.3,658306,0,9,0,0,69784,425277,34138,731,0,1,0,1,0
1165811,0.5,0,9,13.1,384296,0,255,0,0,179652,181545,11702,731,0,0,0,1,0
630705,7.0,0,17,10.3,436018,0,19,0,0,265826,240616,8935,715,0,0,0,1,0
1165811,10.0,0,12,24.4,668998,0,255,0,0,350834,461073,15633,731,1,1,0,1,0
787816,5.0,0,7,18.7,276562,0,255,0,0,79706,153330,18776,677,1,0,0,1,0
710524,5.0,0,6,7.6,210210,0,255,0,0,108262,90402,3701,680,0,0,0,1,0
1567196,4.0,0,12,14.1,944306,0,255,0,0,572616,527649,23377,740,0,1,0,1,0
828723,5.0,0,14,7.6,279180,0,255,0,0,358204,135983,24171,728,0,1,0,1,0
2250132,10.0,0,17,16.5,1616054,0,255,0,0,260546,1110968,43503,733,1,1,0,1,0
1047033,3.0,0,11,9.9,215864,0,255,0,0,89804,68229,7303,697,0,0,0,1,0
669864,6.0,0,12,10.0,307890,0,24,0,0,177276,195453,10048,715,1,0,0,1,0
1289625,4.0,0,8,14.1,610148,0,32,0,0,346258,415245,9984,699,0,1,0,1,0
1165811,10.0,0,13,14.8,495748,0,52,0,0,355476,294994,31021,731,0,1,0,1,0
1400205,6.0,0,8,19.0,332156,0,69,0,0,648516,265905,21353,730,0,1,0,1,0
874095,7.0,0,12,9.8,858638,0,255,0,0,233222,327769,17336,713,0,1,0,1,0
967480,9.0,0,15,28.5,2164008,0,255,0,1,224048,206188,27492,665,0,0,0,1,0
1165811,10.0,0,16,38.3,308990,0,22,0,0,224026,156123,18671,731,0,0,0,1,0
3094112,3.0,0,15,36.9,989780,0,20,0,0,358270,741969,37129,740,1,1,0,1,0
597360,0.0,0,9,14.4,391160,0,255,0,0,129690,226005,12196,723,1,0,0,1,0
1165811,10.0,0,21,22.5,1706320,0,255,0,0,488510,1006487,29796,731,1,1,0,1,0
1893046,2.0,0,2,15.3,163240,0,24,0,1,257884,61465,5900,698,0,0,1,0,0
1845983,4.0,0,14,12.1,828080,2,45,0,1,629992,146604,26613,635,0,1,0,1,0
1047489,10.0,0,11,13.0,459096,0,255,0,0,108834,369930,28806,702,0,1,0,1,0
3460356,9.0,0,8,16.1,539000,1,32,1,0,445192,332823,36911,738,0,1,0,1,0
1165811,4.0,0,6,17.7,11110,0,15,0,0,59972,8037,9529,731,0,1,0,1,0
1165811,10.0,0,3,40.5,59950,1,42,1,0,222046,38684,4778,731,0,1,0,0,1
1860119,5.0,0,8,10.1,383614,0,50,0,0,185086,193477,6789,715,0,1,0,0,1
1165811,10.0,0,16,22.6,476476,0,255,0,1,787644,867692,23698,731,1,1,0,1,0
1743858,10.0,0,15,16.0,509542,0,7,0,0,606320,216505,28774,715,0,0,0,1,0
1749406,2.0,0,11,17.0,601260,0,255,0,1,757460,368676,30469,678,1,0,0,1,0
620103,10.0,0,13,22.9,1619750,0,255,0,0,336578,268584,7441,747,0,1,0,1,0
424308,0.0,0,7,23.6,233596,0,27,0,1,88132,111758,8345,624,0,0,0,1,0
1608217,9.0,0,9,27.2,410058,0,11,0,1,416240,86773,23989,673,0,0,0,1,0
1357056,10.0,0,7,15.2,579898,0,255,0,0,261888,209342,20469,698,0,0,0,1,0
1716479,10.0,0,9,16.8,439032,0,25,0,0,377212,268071,19454,743,0,1,0,1,0
883177,10.0,0,16,16.5,1222144,0,255,0,0,403612,284981,18252,745,1,0,0,1,0
502436,6.0,0,5,15.3,181918,0,22,0,0,192610,88464,3241,737,0,1,0,1,0
1165811,5.0,0,11,16.3,656590,0,29,0,0,65516,79382,26872,731,0,1,0,0,1
2088746,1.0,0,13,12.6,1692988,0,255,0,0,153912,33630,32776,747,0,0,0,1,0
4509213,7.0,0,12,35.0,910756,0,255,0,0,444356,600153,34420,734,0,1,0,1,0
1165811,0.0,0,10,37.9,374704,1,32,1,0,381524,193838,11434,731,0,0,0,1,0
1358443,4.0,0,13,24.5,1253296,0,255,0,1,265826,313899,16980,744,0,0,0,1,0
1165811,2.0,0,16,10.7,809050,0,255,0,0,153560,299744,13630,731,0,1,0,1,0
1542040,10.0,0,7,26.5,638264,0,255,0,1,265826,473499,19944,734,0,0,0,1,0
269534,0.0,0,6,24.5,193380,0,50,0,0,265826,115748,4717,700,0,0,0,1,0
2351250,10.0,0,7,17.7,531432,1,70,1,0,221342,46360,1431,736,0,1,0,1,0
2915759,2.0,0,43,29.0,1729882,0,255,0,1,715484,448191,40578,672,0,1,0,0,1
1633753,3.0,0,11,17.0,307648,0,255,0,1,265826,237006,14704,728,0,1,0,1,0
1263291,3.0,0,5,13.3,211464,0,255,0,0,368500,131138,3979,691,1,0,0,1,0
1587070,10.0,0,11,26.5,2001472,0,61,0,1,302676,618830,20235,720,0,1,0,1,0
713526,10.0,0,8,12.7,783706,0,37,0,0,199342,598994,9454,732,0,1,0,1,0
1872830,3.0,0,4,8.4,444466,0,255,0,0,265826,363508,7897,713,0,0,0,1,0
1165811,5.0,0,8,13.8,303446,0,255,0,1,381612,221445,6790,731,0,1,0,1,0
1165811,10.0,0,7,21.5,727958,0,255,0,1,358446,49666,17155,731,0,1,0,0,1
1942845,6.0,1,19,9.5,925056,1,14,0,0,352880,209304,13859,740,0,0,0,1,0
1070802,2.0,0,13,22.0,737176,0,30,0,1,265694,345059,19632,737,0,0,0,1,0
821579,1.0,0,10,11.4,747956,0,255,0,0,263956,273239,14309,731,0,0,0,1,0
1180717,0.5,0,10,13.7,1042998,0,255,0,0,506066,674671,25779,703,1,1,0,1,0
1165811,8.0,0,28,19.7,712602,0,255,0,0,217910,219089,11988,731,1,0,0,1,0
1116098,0.5,0,6,18.0,612766,0,12,0,0,516934,388968,11626,705,0,0,0,1,0
951520,8.0,0,11,19.3,242352,1,79,1,0,330528,122227,12370,718,0,0,0,1,0
1122900,4.0,0,8,18.1,114818,0,57,0,0,325050,84968,10855,733,1,0,0,1,0
1551312,10.0,0,9,21.0,323422,1,46,1,0,336798,247475,13445,732,0,1,0,1,0
1399350,10.0,0,8,29.7,535502,0,12,0,1,604912,346845,24722,686,0,1,0,1,0
1503584,10.0,0,14,23.0,427042,0,18,0,0,104456,127243,15286,715,0,1,0,1,0
631598,10.0,0,12,14.8,400224,0,255,0,0,154858,164521,7053,734,0,0,0,1,0
1165811,10.0,0,14,12.9,408232,0,9,0,1,262130,192508,30901,731,1,0,0,1,0
1313622,10.0,0,9,19.1,319220,1,53,1,1,760518,102011,20471,653,1,0,0,0,1
1165811,0.5,0,14,27.4,476476,0,255,0,1,658548,206188,48833,731,1,0,0,1,0
1165811,3.0,0,11,15.7,239250,0,255,0,1,768614,59299,23436,731,1,0,0,1,0
763496,10.0,0,12,17.6,1700644,0,255,0,0,232056,512601,17242,750,0,0,0,1,0
925300,3.0,0,9,8.7,247852,0,255,0,0,265628,157339,10255,723,0,0,0,1,0
1021174,10.0,0,18,17.5,1665774,0,255,0,0,265826,487692,25019,733,0,1,0,1,0
1483672,10.0,0,17,21.0,319858,1,75,1,0,383856,170715,23121,700,0,0,0,1,0
1812581,3.0,0,17,17.3,1607056,0,255,0,1,381656,845234,49997,723,1,0,0,1,0
1037438,5.0,0,24,24.8,1386066,0,255,0,0,111650,660782,23256,738,0,1,0,0,1
1160634,0.5,0,21,29.6,2287142,0,12,0,0,246378,280478,11316,751,0,1,0,1,0
1444285,8.0,0,8,35.0,810194,0,255,0,1,660132,412129,11879,728,0,0,0,1,0
1307124,2.0,0,8,14.1,388828,1,42,1,0,172964,60439,9150,742,0,1,0,0,1
1043651,0.5,0,12,15.0,476476,0,255,0,0,175780,0,19394,720,1,0,0,1,0
1163370,4.0,0,3,15.0,38170,0,25,0,0,71852,28709,3471,736,1,1,0,1,0
1651480,10.0,0,11,20.2,1044340,0,6,0,0,631400,505989,23121,733,0,0,0,1,0
1892172,7.0,0,9,22.7,1340966,0,255,0,0,402424,933432,29676,725,1,1,1,0,0
1445995,10.0,0,16,15.1,723338,0,255,0,0,321992,526623,28317,720,1,1,0,1,0
1265381,10.0,0,16,11.9,592944,0,54,0,0,225412,377929,28365,713,1,0,0,1,0
1432562,1.0,0,11,18.1,762982,0,255,0,1,552926,408538,27469,614,1,0,0,1,0
786030,5.0,0,4,13.1,21670,0,6,0,0,78562,7296,16638,700,0,1,0,1,0
674842,0.5,0,10,7.0,203236,0,255,0,0,89298,107236,14115,691,0,0,0,1,0
2562701,1.0,0,23,27.0,1183292,0,18,0,0,395648,400596,50827,721,0,1,0,1,0
962065,4.0,0,9,16.9,443586,1,32,1,0,233926,114931,7584,721,0,0,0,1,0
646133,8.0,0,14,12.7,297440,0,255,0,0,125774,143849,18576,705,1,0,0,1,0
642181,0.5,0,11,13.6,216634,0,8,0,0,183700,132278,9686,732,0,0,0,1,0
1170666,10.0,0,18,28.3,444510,1,32,1,0,259798,226499,10634,697,0,1,0,1,0
1165811,10.0,0,4,32.8,476476,0,50,0,0,266244,0,6323,731,0,1,0,1,0
2105010,10.0,0,27,33.0,1601358,0,45,0,1,712712,847780,56660,713,1,1,0,1,0
1002915,10.0,0,10,11.1,348392,0,60,0,1,215050,214529,13623,688,0,0,0,1,0
1512096,10.0,0,6,12.5,207944,0,255,0,0,153208,132354,13861,735,0,0,0,1,0
1165811,10.0,0,8,23.1,626142,0,255,0,1,388366,304988,12174,731,0,1,0,1,0
744800,0.0,0,11,15.3,265672,0,74,0,0,261250,161766,4854,697,0,0,0,1,0
637089,2.0,0,6,16.9,395780,0,255,0,1,323026,26657,4481,724,0,0,0,1,0
1165811,3.0,0,23,12.3,677820,0,255,0,0,149556,440230,20730,731,0,0,0,1,0
1327872,5.0,0,5,9.0,125268,0,255,0,0,153758,86222,4504,705,1,0,0,1,0
1947500,3.0,0,11,9.4,583924,0,255,0,1,265826,274854,24344,743,0,0,0,1,0
1165811,5.0,0,20,12.0,54692,0,27,0,0,46486,5187,7348,731,1,1,0,0,1
1165811,7.0,0,27,18.7,264440,0,64,0,1,520718,64410,22798,731,0,0,0,1,0
1165811,1.0,0,15,13.5,492492,0,73,0,0,42944,19988,2921,731,0,0,0,1,0
1008805,2.0,0,15,21.1,1721324,0,255,0,0,427020,454898,10340,737,0,0,0,1,0
689073,10.0,0,8,15.8,239646,1,32,1,0,219824,139707,12690,740,0,1,0,1,0
1167702,3.0,0,6,18.3,322278,0,255,0,0,265826,132202,8115,742,0,0,0,1,0
1230554,10.0,0,10,13.0,210430,1,6,0,0,265826,158308,13126,739,0,1,0,1,0
664544,3.0,0,13,13.5,205106,0,255,0,0,214104,144001,9470,742,0,1,0,1,0
1165811,0.5,0,20,11.8,579348,0,255,0,1,304018,267178,21990,731,0,1,0,1,0
1397222,2.0,0,11,9.3,906510,0,255,0,1,569470,191805,14904,685,1,0,0,1,0
522177,10.0,0,10,31.5,445082,0,255,0,0,109604,233700,7137,746,0,1,0,1,0
3696640,5.0,0,15,25.5,1237170,0,255,0,1,630784,644290,62535,724,0,1,0,1,0
1315636,3.0,0,11,18.9,2181850,0,12,0,0,59840,700967,21050,728,0,0,0,1,0
1807945,10.0,0,23,15.6,1245200,0,255,0,1,265826,596847,17025,636,0,1,0,1,0
1261524,4.0,0,11,19.6,1470744,0,255,0,0,644050,617310,17241,742,0,0,0,1,0
2328450,7.0,0,11,18.7,364804,0,65,0,0,181170,138947,19598,743,0,1,0,1,0
1165811,2.0,0,11,16.0,459976,1,32,1,0,261602,305881,23117,731,1,1,0,1,0
847647,6.0,0,15,17.9,235642,0,71,0,1,370788,141436,20273,691,0,1,0,1,0
810692,4.0,0,7,28.0,773762,0,255,0,0,134090,149682,3358,750,0,1,0,1,0
2257162,10.0,0,13,17.5,814836,0,255,0,0,265826,403237,29531,749,0,1,0,1,0
1165811,9.0,0,13,19.6,320254,0,33,0,0,259644,220419,19340,731,0,1,0,1,0
1524218,6.0,0,4,14.3,888976,0,255,0,1,518584,19190,1829,640,1,0,0,1,0
2474199,1.0,0,12,16.1,645986,0,80,0,0,440748,365978,34639,741,0,0,0,1,0
1492792,6.0,0,11,16.6,1519122,0,255,0,0,350020,220419,13808,751,0,1,0,1,0
1088548,10.0,0,12,30.3,1348512,0,63,0,1,451484,682461,26397,718,1,0,0,1,0
2862255,1.0,0,14,19.8,856658,0,255,0,0,265144,398772,41741,747,0,1,0,1,0
1303001,10.0,0,9,18.8,655358,0,255,0,0,323312,258096,25191,743,1,1,0,1,0
661675,7.0,0,14,13.7,527274,0,19,0,0,265826,226309,8050,730,0,0,0,1,0
769177,4.0,0,13,12.7,380578,1,79,1,0,178046,81187,14358,727,0,0,0,1,0
1009147,10.0,0,16,25.9,874390,0,255,0,1,490424,599583,25565,680,0,1,0,1,0
868604,4.0,0,7,11.3,1010724,0,255,0,1,402292,375345,17951,694,0,0,0,1,0
2644572,9.0,0,11,21.8,1188088,0,255,0,0,544632,515090,23360,746,0,0,0,1,0
643378,1.0,0,7,10.9,550770,0,255,0,0,75438,74195,9329,736,0,0,0,1,0
2056351,10.0,0,17,14.0,1022714,0,255,0,1,601744,391286,29132,718,0,1,0,1,0
753920,2.0,2,8,17.1,202994,4,32,1,0,196416,157776,13885,725,0,0,0,1,0
1155390,10.0,1,25,30.7,191818,2,32,0,0,22308,78356,18968,740,0,0,0,1,0
1245051,10.0,0,17,17.8,719334,0,13,0,0,262174,370880,33616,689,1,1,0,1,0
1719310,10.0,0,9,16.8,343244,0,255,0,1,262526,168378,12293,725,0,1,0,0,1
1165811,5.0,0,8,10.2,365134,0,255,0,0,249326,250382,11549,731,0,0,0,1,0
1165811,4.0,0,9,17.1,260084,0,37,0,0,285934,75240,5749,731,1,1,0,1,0
745864,1.0,0,12,5.6,546920,0,255,0,0,265826,166744,5557,742,0,0,0,1,0
761292,2.0,0,8,11.2,138886,0,73,0,0,132220,88274,13450,740,0,0,0,1,0
750880,4.0,0,11,7.4,504350,0,255,0,0,104324,179892,18897,726,0,0,0,1,0
1400072,10.0,0,14,27.6,820556,1,23,1,0,77814,295507,24268,654,0,1,0,1,0
1424012,10.0,0,12,15.6,767360,0,255,0,1,725054,440705,16851,713,1,1,0,1,0
1165811,3.0,0,3,15.3,242836,0,255,0,0,116182,43206,1136,731,0,1,0,1,0
1165811,10.0,0,17,16.8,946022,0,22,0,0,286110,298205,21609,731,1,1,0,0,1
1387798,10.0,0,8,17.9,440902,1,32,1,0,129074,31597,23940,732,0,1,0,1,0
1232036,6.0,1,9,10.4,779680,1,43,0,0,373098,26942,472,721,0,0,0,1,0
2214507,0.5,0,9,25.8,735966,0,255,0,1,780406,469072,11940,686,1,1,0,1,0
1165811,10.0,0,8,25.3,376772,0,9,0,0,348040,226138,26978,731,0,0,0,1,0
1916302,1.0,0,11,13.9,116270,0,55,0,0,115786,85956,14436,730,0,1,0,1,0
950000,2.0,0,16,15.2,503492,0,255,0,1,352000,221768,23433,687,1,1,0,1,0
1433835,6.0,0,8,17.8,476476,0,35,0,0,197384,206188,14099,749,0,1,0,1,0
1667535,5.0,0,15,17.5,2580226,0,68,0,0,263890,249584,11562,750,0,1,0,1,0
1165811,10.0,0,14,18.7,455202,0,21,0,0,256102,117154,17000,731,0,0,0,1,0
928872,10.0,0,9,33.2,451066,1,32,1,1,473418,135185,12385,721,1,1,0,1,0
1165811,10.0,0,19,19.0,1187076,0,78,0,1,487542,307553,31579,731,1,1,0,1,0
1330532,2.0,0,9,16.9,202268,0,255,0,0,176066,46816,20401,730,1,0,0,1,0
2332440,0.5,0,16,21.7,2787532,0,255,0,0,265826,206188,55979,747,0,1,0,1,0
1243531,9.0,0,8,15.5,133012,0,12,0,0,221518,64106,13368,706,1,0,0,1,0
1165811,5.0,0,6,13.6,119724,0,255,0,0,91938,76209,15223,731,0,1,0,1,0
577296,4.0,0,8,6.7,166936,0,255,0,0,213906,65018,4484,726,1,0,0,1,0
968316,2.0,0,14,14.6,450714,0,255,0,0,501248,274816,27517,733,0,0,0,1,0
790419,0.5,0,22,23.7,382954,0,255,0,0,156904,109478,8233,733,0,0,0,1,0
944680,10.0,0,13,15.3,386056,0,35,0,0,290202,213389,17162,709,0,0,0,1,0
461491,1.0,0,8,28.3,517550,0,55,0,0,107734,219925,13191,730,1,0,0,1,0
1642303,10.0,0,12,21.5,375452,1,32,1,0,265826,74252,39826,748,0,1,0,1,0
958094,8.0,0,6,17.6,476476,0,21,0,0,109780,0,11816,725,0,0,0,1,0
1049085,10.0,0,12,15.0,693154,0,20,0,1,542762,491473,22030,718,1,1,0,1,0
1263158,9.0,0,18,23.2,2143900,0,255,0,0,577170,666558,21789,745,0,1,0,1,0
899783,10.0,0,8,23.9,402732,0,38,0,1,350196,230261,16796,692,0,1,0,1,0
1721457,3.0,0,5,12.5,93742,0,45,0,0,243628,3477,17975,734,0,0,1,0,0
1258959,0.5,0,10,11.2,396616,0,32,0,0,265826,153102,17416,728,0,0,0,1,0
1027957,10.0,0,9,14.0,423280,1,32,1,1,396748,230679,7838,652,1,0,0,1,0
810920,2.0,0,17,19.0,408782,0,255,0,0,265826,163457,20118,747,0,1,0,1,0
1048667,10.0,0,11,14.6,680020,0,255,0,0,229592,320074,15817,738,0,0,0,1,0
1360191,3.0,0,10,10.8,350988,0,255,0,1,449988,232503,36498,681,1,0,0,1,0
1147448,8.0,0,16,24.6,1068430,0,255,0,0,270226,370937,22949,745,0,0,0,1,0
1053607,0.0,0,5,9.4,152790,0,255,0,0,265826,118085,19667,749,0,1,0,1,0
695020,5.0,0,10,23.0,53680,0,255,0,0,265826,35416,13900,722,0,0,0,1,0
1165811,9.0,0,12,14.4,744326,0,255,0,0,174636,627399,29999,731,0,1,0,1,0
1165811,5.0,0,10,19.1,927894,0,255,0,0,155210,294899,7679,731,0,0,0,1,0
837729,10.0,0,5,17.9,76450,1,32,1,0,147114,38285,17313,719,1,1,0,1,0
620958,0.5,0,13,14.9,422928,0,35,0,0,224686,115786,8072,721,0,0,0,1,0
949620,5.0,0,11,14.4,676566,0,55,0,0,269280,268774,15590,744,0,0,0,1,0
617785,8.0,0,7,8.6,409992,0,255,0,0,215138,234403,19718,663,0,1,0,1,0
1165811,10.0,0,6,31.7,404338,1,32,1,0,441034,106856,8250,731,0,1,0,1,0
2458087,10.0,0,12,25.6,724944,0,7,0,1,539066,353742,9627,730,0,1,0,1,0
1165811,6.0,0,6,9.2,265738,0,255,0,1,223278,205865,6122,731,1,0,0,1,0
1879860,10.0,0,9,12.9,274648,0,255,0,0,353936,189753,25065,746,0,1,0,1,0
745180,1.0,0,6,12.8,532972,0,255,0,0,265826,257317,10122,737,0,0,0,1,0
1165811,4.0,0,14,15.0,106744,0,20,0,0,104500,72827,16296,731,0,1,0,1,0
1454507,7.0,0,16,16.0,394900,0,15,0,0,265826,190988,21090,720,0,1,0,1,0
738549,0.0,0,10,9.0,454608,0,72,0,0,150700,126806,17971,695,1,1,0,1,0
2829480,2.0,0,8,19.8,601018,1,32,1,0,265826,349334,15704,737,0,1,0,1,0
673987,10.0,0,8,13.5,390148,0,255,0,0,222970,305938,15445,726,1,0,0,1,0
455715,0.0,0,11,38.8,540210,0,255,0,0,153164,219735,7975,744,1,1,0,1,0
1059611,8.0,0,11,16.2,443630,0,22,0,0,265826,237937,14128,745,0,0,0,1,0
933280,1.0,0,13,12.5,795586,0,255,0,1,146960,462422,19054,739,0,1,0,0,1
1161109,10.0,0,15,19.6,398992,1,63,1,0,260590,108889,29125,736,0,0,0,1,0
1988217,6.0,0,27,11.4,1082994,0,255,0,0,526196,369455,23693,747,0,1,0,1,0
1148208,0.0,2,8,22.0,489896,2,78,0,1,531806,247513,22582,737,0,1,0,1,0
1306193,10.0,0,10,21.0,607046,0,255,0,0,259270,498579,33090,741,0,1,0,1,0
1558304,9.0,0,14,12.0,191180,0,58,0,0,158422,41762,35192,724,0,0,0,1,0
2773468,10.0,0,8,29.0,476476,0,12,0,0,265826,206188,43682,727,0,1,0,1,0
868680,4.0,0,7,6.7,221188,0,255,0,1,250338,133912,4322,714,0,1,0,1,0
1517416,10.0,0,4,17.1,294382,0,255,0,0,237204,216106,5994,709,0,0,0,1,0
831231,8.0,0,6,14.1,126852,0,12,0,0,131252,95304,11707,736,0,1,0,1,0
535876,0.0,0,16,17.5,861762,0,13,0,1,248182,317794,12504,656,0,1,0,1,0
822795,1.0,0,11,10.5,686334,0,255,0,0,265870,183160,10765,747,0,1,0,1,0
1360989,10.0,0,12,23.4,1111462,0,255,0,0,245960,289883,20075,750,0,1,0,1,0
1423993,9.0,0,7,11.7,492514,0,255,0,1,427812,302005,8259,698,0,0,0,1,0
325926,5.0,0,7,28.9,141526,0,255,0,0,80872,59527,4808,742,0,0,0,1,0
951330,4.0,0,6,17.0,176330,0,255,0,0,139898,41876,2838,738,1,0,0,1,0
1601092,10.0,0,15,18.6,785620,0,50,0,0,323730,232731,26818,748,0,1,0,1,0
1165811,0.5,0,9,13.8,207218,0,9,0,0,110198,117572,12667,731,1,0,0,1,0
1165811,5.0,2,14,14.6,607200,3,5,1,0,327140,116413,10815,731,0,0,0,1,0
794580,6.0,0,11,20.5,617122,0,255,0,0,201960,187074,7151,739,1,0,0,1,0
1165811,2.0,0,16,13.1,349140,0,30,0,0,216106,104633,11120,731,1,0,0,1,0
657286,2.0,0,6,8.4,100056,0,255,0,0,208758,66614,8764,740,0,0,0,1,0
1165811,1.0,0,4,11.4,895312,0,255,0,0,151250,167789,5940,731,0,0,0,1,0
978215,7.0,0,17,18.1,762938,0,76,0,0,326744,412471,22499,741,1,0,0,1,0
1165811,7.0,0,14,14.7,498432,0,255,0,1,433840,218253,24667,731,1,1,0,1,0
1836768,7.0,0,33,33.0,2597628,0,255,0,1,694012,695457,36888,734,1,1,0,1,0
1305395,7.0,0,13,23.4,583462,1,9,0,1,280720,238355,11531,648,0,1,0,1,0
1619427,10.0,0,10,16.4,736208,0,34,0,1,504042,467324,25911,733,0,1,0,1,0
608057,8.0,0,11,28.6,250932,0,37,0,0,110022,59375,9222,720,1,0,0,1,0
808621,3.0,0,8,7.9,187132,0,32,0,1,222926,92606,22035,710,0,0,0,1,0
558087,0.0,0,9,14.5,159434,0,255,0,0,77550,100662,10278,708,0,0,0,1,0
825664,6.0,0,10,8.8,262416,0,255,0,0,68926,146414,22086,686,0,0,0,1,0
1088795,6.0,0,8,9.7,304392,0,255,0,0,225126,69141,19326,751,0,0,0,1,0
2067010,10.0,0,8,13.8,147444,0,41,0,0,217580,11970,29283,722,0,1,0,1,0
1168519,10.0,0,9,15.0,676390,0,8,0,1,365090,352830,11977,725,0,1,0,1,0
1953314,3.0,0,7,26.3,667458,0,20,0,0,332618,352203,14064,747,0,1,0,1,0
